Name,District,No,Party,KeywordList
मकसुद मियाँ,कपिलबस्तु,3,स्वतन्त्र,"""मकसुद मियाँ"" कपिलबस्तु 3|""मकसुद मियाँ"""
मनीष कुमार कानोडिया,कपिलबस्तु,3,स्वतन्त्र,"""मनीष कुमार कानोडिया"" कपिलबस्तु 3|""मनीष कुमार कानोडिया"""
मनोज कुमार चतुर्वेदी,कपिलबस्तु,3,स्वतन्त्र,"""मनोज कुमार चतुर्वेदी"" कपिलबस्तु 3|""मनोज कुमार चतुर्वेदी"""
राम निवास नाऊ,कपिलबस्तु,3,स्वतन्त्र,"""राम निवास नाऊ"" कपिलबस्तु 3|""राम निवास नाऊ"""
शर्वेस पाण्डेय,कपिलबस्तु,3,स्वतन्त्र,"""शर्वेस पाण्डेय"" कपिलबस्तु 3|""शर्वेस पाण्डेय"""
सुग्रीम लोनिया,कपिलबस्तु,3,स्वतन्त्र,"""सुग्रीम लोनिया"" कपिलबस्तु 3|""सुग्रीम लोनिया"""
हरि ओम तुलस्यान,कपिलबस्तु,3,स्वतन्त्र,"""हरि ओम तुलस्यान"" कपिलबस्तु 3|""हरि ओम तुलस्यान"""
हरिराम तेली,कपिलबस्तु,3,स्वतन्त्र,"""हरिराम तेली"" कपिलबस्तु 3|""हरिराम तेली"""
हरीराम प्रसाद यादव,कपिलबस्तु,3,स्वतन्त्र,"""हरीराम प्रसाद यादव"" कपिलबस्तु 3|""हरीराम प्रसाद यादव"""
इन्द्र धारा डादु विष्ट,मुस्ताङ,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Indr Dhara Dadu Visht"" मुस्ताङ 1|""इन्द्र धारा डादु विष्ट"" मुस्ताङ 1|""Indr Dhara Dadu Visht""|""इन्द्र धारा डादु विष्ट"""
योगेश गौचन  थकाली,मुस्ताङ,1,नेपाली काँग्रेस,"""Yogesh Gauchn  Thkali"" मुस्ताङ 1|""योगेश गौचन  थकाली"" मुस्ताङ 1|""Yogesh Gauchn  Thkali""|""योगेश गौचन  थकाली"""
ङुटुक गुरुङ,मुस्ताङ,1,नेपाली कम्युनिष्ट पार्टी,"""ङुटुक गुरुङ"" मुस्ताङ 1|""ङुटुक गुरुङ"""
अधितीय चन्द्र थकाली,मुस्ताङ,1,राष्ट्रिय स्वतन्त्र पार्टी,"""Adhitiy Chndr Thkali"" मुस्ताङ 1|""अधितीय चन्द्र थकाली"" मुस्ताङ 1|""Adhitiy Chndr Thkali""|""अधितीय चन्द्र थकाली"""
कमला लालचन,मुस्ताङ,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""Kmla Lalchn"" मुस्ताङ 1|""कमला लालचन"" मुस्ताङ 1|""Kmla Lalchn""|""कमला लालचन"""
यम  बहादुर गुरुङ ,मुस्ताङ,1,मंगोल नेशनल अर्गनाइजेसन,"""यम  बहादुर गुरुङ "" मुस्ताङ 1|""यम  बहादुर गुरुङ """
सुरेन्द्र शेरचन,मुस्ताङ,1,उज्यालो नेपाल पार्टी,"""सुरेन्द्र शेरचन"" मुस्ताङ 1|""सुरेन्द्र शेरचन"""
अजय बि.क,मुस्ताङ,1,आम जनता पार्टी(एकल चुनाव चिन्ह),"""अजय बि.क"" मुस्ताङ 1|""अजय बि.क"""
हरीकृष्ण श्रेष्ठ,म्याग्दी,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Hrikshn Shreshth"" म्याग्दी 1|""हरीकृष्ण श्रेष्ठ"" म्याग्दी 1|""Hrikshn Shreshth""|""हरीकृष्ण श्रेष्ठ"""
कर्ण बहादुर भण्डारी,म्याग्दी,1,नेपाली काँग्रेस,"""Krn Bhadur Bhndari"" म्याग्दी 1|""कर्ण बहादुर भण्डारी"" म्याग्दी 1|""Krn Bhadur Bhndari""|""कर्ण बहादुर भण्डारी"""
अर्जुन बहादुर थापा,म्याग्दी,1,नेपाली कम्युनिष्ट पार्टी,"""अर्जुन बहादुर थापा"" म्याग्दी 1|""अर्जुन बहादुर थापा"""
युवराज रोका,म्याग्दी,1,राष्ट्रिय स्वतन्त्र पार्टी,"""Yuvraj Roka"" म्याग्दी 1|""युवराज रोका"" म्याग्दी 1|""Yuvraj Roka""|""युवराज रोका"""
डम्भर बहादुर सुवेदी,म्याग्दी,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""Dmbhr Bhadur Suvedi"" म्याग्दी 1|""डम्भर बहादुर सुवेदी"" म्याग्दी 1|""Dmbhr Bhadur Suvedi""|""डम्भर बहादुर सुवेदी"""
छेम बहादुर वि.क,म्याग्दी,1,राष्ट्रिय जनमोर्चा,"""छेम बहादुर वि.क"" म्याग्दी 1|""छेम बहादुर वि.क"""
देवेन्द्र कामी,म्याग्दी,1,प्रगतिशील लोकतान्त्रिक पार्टी,"""देवेन्द्र कामी"" म्याग्दी 1|""देवेन्द्र कामी"""
भिम बहादुर लामा,म्याग्दी,1,मंगोल नेशनल अर्गनाइजेसन,"""भिम बहादुर लामा"" म्याग्दी 1|""भिम बहादुर लामा"""
तुल प्रसाद गर्बुजा,म्याग्दी,1,नेशनल रिपब्लिक नेपाल,"""तुल प्रसाद गर्बुजा"" म्याग्दी 1|""तुल प्रसाद गर्बुजा"""
विनोद राना,म्याग्दी,1,श्रम संस्कृति पार्टी,"""विनोद राना"" म्याग्दी 1|""विनोद राना"""
क्षेत्रवहादुर घिमिरे,म्याग्दी,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""क्षेत्रवहादुर घिमिरे"" म्याग्दी 1|""क्षेत्रवहादुर घिमिरे"""
महावीर पुन,म्याग्दी,1,स्वतन्त्र,"""महावीर पुन"" म्याग्दी 1|""महावीर पुन"""
हिरा बहादुर खत्री,बाग्लुङ,1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),"""Hira Bhadur Khtri"" बाग्लुङ 1|""हिरा बहादुर खत्री"" बाग्लुङ 1|""Hira Bhadur Khtri""|""हिरा बहादुर खत्री"""
भिम बहादुर श्रीस राना,बाग्लुङ,1,नेपाली काँग्रेस,"""Bhim Bhadur Shris Rana"" बाग्लुङ 1|""भिम बहादुर श्रीस राना"" बाग्लुङ 1|""Bhim Bhadur Shris Rana""|""भिम बहादुर श्रीस राना"""
सुशील खड्का,बाग्लुङ,1,राष्ट्रिय स्वतन्त्र पार्टी,"""Sushil Khdka"" बाग्लुङ 1|""सुशील खड्का"" बाग्लुङ 1|""Sushil Khdka""|""सुशील खड्का"""
कल्याण आचार्य,बाग्लुङ,1,राष्ट्रिय प्रजातन्त्र पार्टी,"""Klyan Achary"" बाग्लुङ 1|""कल्याण आचार्य"" बाग्लुङ 1|""Klyan Achary""|""कल्याण आचार्य"""
कृष्ण प्रसाद शर्मा अधिकारी,बाग्लुङ,1,राष्ट्रिय जनमोर्चा,"""कृष्ण प्रसाद शर्मा अधिकारी"" बाग्लुङ 1|""कृष्ण प्रसाद शर्मा अधिकारी"""
चित्र प्रसाद सापकोटा,बाग्लुङ,1,प्रगतिशील लोकतान्त्रिक पार्टी,"""चित्र प्रसाद सापकोटा"" बाग्लुङ 1|""चित्र प्रसाद सापकोटा"""
गुमा कमुारी बुढा राना मगर,बाग्लुङ,1,मंगोल नेशनल अर्गनाइजेसन,"""गुमा कमुारी बुढा राना मगर"" बाग्लुङ 1|""गुमा कमुारी बुढा राना मगर"""
भक्त बहादुर बि.क,बाग्लुङ,1,नेपाल मानवतावादी पार्टी,"""भक्त बहादुर बि.क"" बाग्लुङ 1|""भक्त बहादुर बि.क"""
सहविर थापा,बाग्लुङ,1,नेशनल रिपब्लिक नेपाल,"""सहविर थापा"" बाग्लुङ 1|""सहविर थापा"""
लाल बहादुर घर्ती,बाग्लुङ,1,श्रम संस्कृति पार्टी,"""लाल बहादुर घर्ती"" बाग्लुङ 1|""लाल बहादुर घर्ती"""
टेक वहादुर के.सी.,बाग्लुङ,1,नेपाल कम्युनिस्ट पार्टी (माओवादी),"""टेक वहादुर के.सी."" बाग्लुङ 1|""टेक वहादुर के.सी."""
