CandidateName,DistrictName,ConstName,SmartKeywords
फुल कुमार लालवानी,मोरङ,5,"""फुल कुमार लालवानी""|""फुल कुमार लालवानी"" मोरङ 5"
शिव कुमार मंडल (केवट),मोरङ,5,"""शिव कुमार मंडल (केवट)"" मोरङ 5"
आशा झा,मोरङ,5,"""आशा झा"" मोरङ 5|""आशा झा"""
कुमोद राय,मोरङ,5,"""कुमोद राय"" मोरङ 5"
राज कुमार यादव,मोरङ,5,"""राज कुमार यादव"" मोरङ 5"
परमेश्वर मुर्मु,मोरङ,5,"""परमेश्वर मुर्मु"" मोरङ 5"
गंगा कुमारी राजवंशी,मोरङ,5,"""गंगा कुमारी राजवंशी"" मोरङ 5"
राजेन्द्र प्रसाद मण्डल केवट,मोरङ,5,"""राजेन्द्र प्रसाद मण्डल केवट"" मोरङ 5"
सकुन्तला श्रेष्‍ठ,मोरङ,5,"""सकुन्तला श्रेष्‍ठ"" मोरङ 5"
मंगल ऋषिदेव,मोरङ,5,"""मंगल ऋषिदेव"" मोरङ 5"
गंगा प्रसाद गिरी,मोरङ,5,"""गंगा प्रसाद गिरी"" मोरङ 5"
योगेन्द्र मण्डल,मोरङ,5,"""योगेन्द्र मण्डल"" मोरङ 5"
नरेश कुमार लाभ,मोरङ,5,"""नरेश कुमार लाभ"" मोरङ 5"
अमर कुमार यादव,मोरङ,5,"""अमर कुमार यादव"" मोरङ 5"
जय नारायण शर्मा,मोरङ,5,"""जय नारायण शर्मा"" मोरङ 5"
ममता यादव,मोरङ,5,"""ममता यादव"" मोरङ 5"
मोहमद रेजा हुसैन,मोरङ,5,"""मोहमद रेजा हुसैन"" मोरङ 5"
राज कुमार राजवंशी,मोरङ,5,"""राज कुमार राजवंशी"" मोरङ 5"
विकाश श्रेष्‍ठ,मोरङ,5,"""विकाश श्रेष्‍ठ"" मोरङ 5"
सुजित कुमार साह,मोरङ,5,"""सुजित कुमार साह"" मोरङ 5"
सूर्य नारायण ठाकुर,मोरङ,5,"""सूर्य नारायण ठाकुर"" मोरङ 5"
विनोद प्रसाद ढकाल,मोरङ,6,"""विनोद प्रसाद ढकाल""|""विनोद प्रसाद ढकाल"" मोरङ 6"
डा शेखर कोइराला,मोरङ,6,"""डा शेखर कोइराला""|""डा शेखर कोइराला"" मोरङ 6"
ओपेन्द्र कुमार राय,मोरङ,6,"""ओपेन्द्र कुमार राय"" मोरङ 6"
रुबिना आचार्य,मोरङ,6,"""रुबिना आचार्य"" मोरङ 6|""रुबिना आचार्य"""
सविन निरौला,मोरङ,6,"""सविन निरौला"" मोरङ 6"
राजु मण्डल राजवंशी,मोरङ,6,"""राजु मण्डल राजवंशी"" मोरङ 6"
सुध राम माझी,मोरङ,6,"""सुध राम माझी"" मोरङ 6"
अनु मगर,मोरङ,6,"""अनु मगर"" मोरङ 6"
मातृका पौडेल,मोरङ,6,"""मातृका पौडेल"" मोरङ 6"
कुमार प्रसाद खतिवडा,मोरङ,6,"""कुमार प्रसाद खतिवडा"" मोरङ 6"
प्रिती झा,मोरङ,6,"""प्रिती झा"" मोरङ 6"
बसन्त बुढाथोकि,मोरङ,6,"""बसन्त बुढाथोकि"" मोरङ 6"
बलराम खवास,मोरङ,6,"""बलराम खवास"" मोरङ 6"
बद्री पासवान,मोरङ,6,"""बद्री पासवान"" मोरङ 6"
उत्तम दाहाल,मोरङ,6,"""उत्तम दाहाल"" मोरङ 6"
किरण खडका,मोरङ,6,"""किरण खडका"" मोरङ 6"
खडा नन्द रिजाल,मोरङ,6,"""खडा नन्द रिजाल"" मोरङ 6"
टिका राम लिम्बु,सुनसरी,1,"""टिका राम लिम्बु"" सुनसरी 1|""टिका राम लिम्बु"""
सुजेन्‍द्र तामाङ,सुनसरी,1,"""सुजेन्‍द्र तामाङ"" सुनसरी 1|""सुजेन्‍द्र तामाङ"""
सूर्य बहादुर भट्टराई,सुनसरी,1,"""सूर्य बहादुर भट्टराई"" सुनसरी 1"
गोमा तामाङ,सुनसरी,1,"""गोमा तामाङ"" सुनसरी 1|""गोमा तामाङ"""
उद्धव श्रेष्‍ठ,सुनसरी,1,"""उद्धव श्रेष्‍ठ"" सुनसरी 1"
संजय राई,सुनसरी,1,"""संजय राई"" सुनसरी 1"
महेश श्रेष्ठ,सुनसरी,1,"""महेश श्रेष्ठ"" सुनसरी 1"
राजेन्द्र  गुरुङ्ग ,सुनसरी,1,"""राजेन्द्र  गुरुङ्ग"" सुनसरी 1"
नरेश वि.क.,सुनसरी,1,"""नरेश वि.क."" सुनसरी 1"
याम बहादुर लिम्बु,सुनसरी,1,"""याम बहादुर लिम्बु"" सुनसरी 1"
राज कुमार लिम्‍बु,सुनसरी,1,"""राज कुमार लिम्‍बु"" सुनसरी 1"
राज कुमार राई,सुनसरी,1,"""राज कुमार राई"" सुनसरी 1"
भुपी राई,सुनसरी,1,"""भुपी राई"" सुनसरी 1"
हर्क राज राई,सुनसरी,1,"""हर्क राज राई"" सुनसरी 1"
रक्ष कुमार राई,सुनसरी,1,"""रक्ष कुमार राई"" सुनसरी 1"
