CandidateName,EnglishCandidateName,DistrictName,EnglishDistrictName,ConstName,NepaliSearchQuery,EnglishSearchQuery,PowerSearchQuery,FileSaveName
खगेन्द्र बहादुर रावत,Khgendr Bahadur Ravt,कैलाली,kailali,2,"""खगेन्द्र बहादुर रावत"" since:2025-09-05","""Khgendr Bahadur Ravt"" since:2025-09-05","(""खगेन्द्र बहादुर रावत"" OR ""Khgendr Bahadur Ravt"") since:2025-09-05",kailali_2.csv
डम्वर बहादुर रावल,Dambar Bahadur Rawal,कैलाली,kailali,2,"""डम्वर बहादुर रावल"" since:2025-09-05","""Dambar Bahadur Rawal"" since:2025-09-05","(""डम्वर बहादुर रावल"" OR ""Dambar Bahadur Rawal"") since:2025-09-05",kailali_2.csv
दल बहादुर बुचामगर,Dl Bahadur Buchamgr,कैलाली,kailali,2,"""दल बहादुर बुचामगर"" since:2025-09-05","""Dl Bahadur Buchamgr"" since:2025-09-05","(""दल बहादुर बुचामगर"" OR ""Dl Bahadur Buchamgr"") since:2025-09-05",kailali_2.csv
दिपक रावल,Deepak Rawal,कैलाली,kailali,2,"""दिपक रावल"" since:2025-09-05","""Deepak Rawal"" since:2025-09-05","(""दिपक रावल"" OR ""Deepak Rawal"") since:2025-09-05",kailali_2.csv
दिल बहादुर साउँद,Dil Bahadur Saund,कैलाली,kailali,2,"""दिल बहादुर साउँद"" since:2025-09-05","""Dil Bahadur Saund"" since:2025-09-05","(""दिल बहादुर साउँद"" OR ""Dil Bahadur Saund"") since:2025-09-05",kailali_2.csv
नन्द बहादुर साउँद,Nnd Bahadur Saund,कैलाली,kailali,2,"""नन्द बहादुर साउँद"" since:2025-09-05","""Nnd Bahadur Saund"" since:2025-09-05","(""नन्द बहादुर साउँद"" OR ""Nnd Bahadur Saund"") since:2025-09-05",kailali_2.csv
पति राम चौधरी,Pti Ram Chaudhary,कैलाली,kailali,2,"""पति राम चौधरी"" since:2025-09-05","""Pti Ram Chaudhary"" since:2025-09-05","(""पति राम चौधरी"" OR ""Pti Ram Chaudhary"") since:2025-09-05",kailali_2.csv
भरत सिहं वि.सि.(बुढाक्षेत्री),Bharat Sihn Vi Si Budhakshetri,कैलाली,kailali,2,"""भरत सिहं वि.सि.(बुढाक्षेत्री)"" since:2025-09-05","""Bharat Sihn Vi Si Budhakshetri"" since:2025-09-05","(""भरत सिहं वि.सि.(बुढाक्षेत्री)"" OR ""Bharat Sihn Vi Si Budhakshetri"") since:2025-09-05",kailali_2.csv
राजेश मयाल वि.क.,Rajesh Myal Vi K,कैलाली,kailali,2,"""राजेश मयाल वि.क."" since:2025-09-05","""Rajesh Myal Vi K"" since:2025-09-05","(""राजेश मयाल वि.क."" OR ""Rajesh Myal Vi K"") since:2025-09-05",kailali_2.csv
लक्ष्मी पुन मगर,Lakshmi Pun Magar,कैलाली,kailali,2,"""लक्ष्मी पुन मगर"" since:2025-09-05","""Lakshmi Pun Magar"" since:2025-09-05","(""लक्ष्मी पुन मगर"" OR ""Lakshmi Pun Magar"") since:2025-09-05",kailali_2.csv
विजय बहादुर स्वाँर,Vijay Bahadur Svanr,कैलाली,kailali,2,"""विजय बहादुर स्वाँर"" since:2025-09-05","""Vijay Bahadur Svanr"" since:2025-09-05","(""विजय बहादुर स्वाँर"" OR ""Vijay Bahadur Svanr"") since:2025-09-05",kailali_2.csv
सम्झना विष्ट थापा,Samjhana Bista Thapa,कैलाली,kailali,2,"""सम्झना विष्ट थापा"" since:2025-09-05","""Samjhana Bista Thapa"" since:2025-09-05","(""सम्झना विष्ट थापा"" OR ""Samjhana Bista Thapa"") since:2025-09-05",kailali_2.csv
सुर्य बहादुर थापा,Sury Bahadur Thapa,कैलाली,kailali,2,"""सुर्य बहादुर थापा"" since:2025-09-05","""Sury Bahadur Thapa"" since:2025-09-05","(""सुर्य बहादुर थापा"" OR ""Sury Bahadur Thapa"") since:2025-09-05",kailali_2.csv
अर्जुन प्रसाद कठरिया,Arjun Prasad Kathariya,कैलाली,kailali,3,"""अर्जुन प्रसाद कठरिया"" since:2025-09-05","""Arjun Prasad Kathariya"" since:2025-09-05","(""अर्जुन प्रसाद कठरिया"" OR ""Arjun Prasad Kathariya"") since:2025-09-05",kailali_3.csv
गौरी शंकर चौधरी,Gauri Shankar Chaudhary,कैलाली,kailali,3,"""गौरी शंकर चौधरी"" since:2025-09-05","""Gauri Shankar Chaudhary"" since:2025-09-05","(""गौरी शंकर चौधरी"" OR ""Gauri Shankar Chaudhary"") since:2025-09-05",kailali_3.csv
जगत प्रसाद जोशी,Jgt Prasad Joshi,कैलाली,kailali,3,"""जगत प्रसाद जोशी"" since:2025-09-05","""Jgt Prasad Joshi"" since:2025-09-05","(""जगत प्रसाद जोशी"" OR ""Jgt Prasad Joshi"") since:2025-09-05",kailali_3.csv
जुनु महतारा शाही,Junu Mhtara Shahi,कैलाली,kailali,3,"""जुनु महतारा शाही"" since:2025-09-05","""Junu Mhtara Shahi"" since:2025-09-05","(""जुनु महतारा शाही"" OR ""Junu Mhtara Shahi"") since:2025-09-05",kailali_3.csv
देश राज चौधरी,Desh Raj Chaudhary,कैलाली,kailali,3,"""देश राज चौधरी"" since:2025-09-05","""Desh Raj Chaudhary"" since:2025-09-05","(""देश राज चौधरी"" OR ""Desh Raj Chaudhary"") since:2025-09-05",kailali_3.csv
बिरेन्द्र बहादुर बम,Birendra Bahadur Bm,कैलाली,kailali,3,"""बिरेन्द्र बहादुर बम"" since:2025-09-05","""Birendra Bahadur Bm"" since:2025-09-05","(""बिरेन्द्र बहादुर बम"" OR ""Birendra Bahadur Bm"") since:2025-09-05",kailali_3.csv
भिम बडुवाल,Bhim Bduval,कैलाली,kailali,3,"""भिम बडुवाल"" since:2025-09-05","""Bhim Bduval"" since:2025-09-05","(""भिम बडुवाल"" OR ""Bhim Bduval"") since:2025-09-05",kailali_3.csv
लक्षी राम चौधरी,Lakshi Ram Chaudhary,कैलाली,kailali,3,"""लक्षी राम चौधरी"" since:2025-09-05","""Lakshi Ram Chaudhary"" since:2025-09-05","(""लक्षी राम चौधरी"" OR ""Lakshi Ram Chaudhary"") since:2025-09-05",kailali_3.csv
विक्रम चौधरी,Vikram Chaudhary,कैलाली,kailali,3,"""विक्रम चौधरी"" since:2025-09-05","""Vikram Chaudhary"" since:2025-09-05","(""विक्रम चौधरी"" OR ""Vikram Chaudhary"") since:2025-09-05",kailali_3.csv
विरमान चौधरी,Virman Chaudhary,कैलाली,kailali,3,"""विरमान चौधरी"" since:2025-09-05","""Virman Chaudhary"" since:2025-09-05","(""विरमान चौधरी"" OR ""Virman Chaudhary"") since:2025-09-05",kailali_3.csv
शुसिला थापा (मगर),Shusila Thapa Magar,कैलाली,kailali,3,"""शुसिला थापा (मगर)"" since:2025-09-05","""Shusila Thapa Magar"" since:2025-09-05","(""शुसिला थापा (मगर)"" OR ""Shusila Thapa Magar"") since:2025-09-05",kailali_3.csv
अमृता भुल,Amrita Bhul,कैलाली,kailali,4,"""अमृता भुल"" since:2025-09-05","""Amrita Bhul"" since:2025-09-05","(""अमृता भुल"" OR ""Amrita Bhul"") since:2025-09-05",kailali_4.csv
कमल रजवार,Kamal Rjvar,कैलाली,kailali,4,"""कमल रजवार"" since:2025-09-05","""Kamal Rjvar"" since:2025-09-05","(""कमल रजवार"" OR ""Kamal Rjvar"") since:2025-09-05",kailali_4.csv
खेम राज कोईराला,Khem Raj Koirala,कैलाली,kailali,4,"""खेम राज कोईराला"" since:2025-09-05","""Khem Raj Koirala"" since:2025-09-05","(""खेम राज कोईराला"" OR ""Khem Raj Koirala"") since:2025-09-05",kailali_4.csv
गोपीलाल चौधरी,Gopilal Chaudhary,कैलाली,kailali,4,"""गोपीलाल चौधरी"" since:2025-09-05","""Gopilal Chaudhary"" since:2025-09-05","(""गोपीलाल चौधरी"" OR ""Gopilal Chaudhary"") since:2025-09-05",kailali_4.csv
गोरख बहादुर विष्ट,Gorkh Bahadur Bista,कैलाली,kailali,4,"""गोरख बहादुर विष्ट"" since:2025-09-05","""Gorkh Bahadur Bista"" since:2025-09-05","(""गोरख बहादुर विष्ट"" OR ""Gorkh Bahadur Bista"") since:2025-09-05",kailali_4.csv
छत्र बहादुर भट्ट खत्री,Chhatramohan Bahadur Bhatt Khatri,कैलाली,kailali,4,"""छत्र बहादुर भट्ट खत्री"" since:2025-09-05","""Chhatramohan Bahadur Bhatt Khatri"" since:2025-09-05","(""छत्र बहादुर भट्ट खत्री"" OR ""Chhatramohan Bahadur Bhatt Khatri"") since:2025-09-05",kailali_4.csv
दिनेश कुमार मल्ल,Dinesh Kumar Malla,कैलाली,kailali,4,"""दिनेश कुमार मल्ल"" since:2025-09-05","""Dinesh Kumar Malla"" since:2025-09-05","(""दिनेश कुमार मल्ल"" OR ""Dinesh Kumar Malla"") since:2025-09-05",kailali_4.csv
धन बहादुर सुनार,Dhan Bahadur Sunar,कैलाली,kailali,4,"""धन बहादुर सुनार"" since:2025-09-05","""Dhan Bahadur Sunar"" since:2025-09-05","(""धन बहादुर सुनार"" OR ""Dhan Bahadur Sunar"") since:2025-09-05",kailali_4.csv
भक्त वहादुर शाही,Bhakta Bahadur Shahi,कैलाली,kailali,4,"""भक्त वहादुर शाही"" since:2025-09-05","""Bhakta Bahadur Shahi"" since:2025-09-05","(""भक्त वहादुर शाही"" OR ""Bhakta Bahadur Shahi"") since:2025-09-05",kailali_4.csv
भिम बहादुर थापा मगर,Bhim Bahadur Thapa Magar,कैलाली,kailali,4,"""भिम बहादुर थापा मगर"" since:2025-09-05","""Bhim Bahadur Thapa Magar"" since:2025-09-05","(""भिम बहादुर थापा मगर"" OR ""Bhim Bahadur Thapa Magar"") since:2025-09-05",kailali_4.csv
मोहन देव मिश्र,Mohn Dev Mishra,कैलाली,kailali,4,"""मोहन देव मिश्र"" since:2025-09-05","""Mohn Dev Mishra"" since:2025-09-05","(""मोहन देव मिश्र"" OR ""Mohn Dev Mishra"") since:2025-09-05",kailali_4.csv
यज्ञ बहादुर टमोटा,Yagya Bahadur Tmota,कैलाली,kailali,4,"""यज्ञ बहादुर टमोटा"" since:2025-09-05","""Yagya Bahadur Tmota"" since:2025-09-05","(""यज्ञ बहादुर टमोटा"" OR ""Yagya Bahadur Tmota"") since:2025-09-05",kailali_4.csv
लेख राज भट्ट,Lekh Raj Bhatt,कैलाली,kailali,4,"""लेख राज भट्ट"" since:2025-09-05","""Lekh Raj Bhatt"" since:2025-09-05","(""लेख राज भट्ट"" OR ""Lekh Raj Bhatt"") since:2025-09-05",kailali_4.csv
सुभास कुवर,Subhas Kuvr,कैलाली,kailali,4,"""सुभास कुवर"" since:2025-09-05","""Subhas Kuvr"" since:2025-09-05","(""सुभास कुवर"" OR ""Subhas Kuvr"") since:2025-09-05",kailali_4.csv
हरि राम चौधरी,Hari Ram Chaudhary,कैलाली,kailali,4,"""हरि राम चौधरी"" since:2025-09-05","""Hari Ram Chaudhary"" since:2025-09-05","(""हरि राम चौधरी"" OR ""Hari Ram Chaudhary"") since:2025-09-05",kailali_4.csv
हेम राज भट्ट,Hem Raj Bhatt,कैलाली,kailali,4,"""हेम राज भट्ट"" since:2025-09-05","""Hem Raj Bhatt"" since:2025-09-05","(""हेम राज भट्ट"" OR ""Hem Raj Bhatt"") since:2025-09-05",kailali_4.csv
आनन्‍द बहादुर चन्‍द,Ann D Bahadur Chn D,कैलाली,kailali,5,"""आनन्‍द बहादुर चन्‍द"" since:2025-09-05","""Ann D Bahadur Chn D"" since:2025-09-05","(""आनन्‍द बहादुर चन्‍द"" OR ""Ann D Bahadur Chn D"") since:2025-09-05",kailali_5.csv
इश्वरी विष्ट,Ishwari Bista,कैलाली,kailali,5,"""इश्वरी विष्ट"" since:2025-09-05","""Ishwari Bista"" since:2025-09-05","(""इश्वरी विष्ट"" OR ""Ishwari Bista"") since:2025-09-05",kailali_5.csv
चन्द्र साउँद,Chandra Saund,कैलाली,kailali,5,"""चन्द्र साउँद"" since:2025-09-05","""Chandra Saund"" since:2025-09-05","(""चन्द्र साउँद"" OR ""Chandra Saund"") since:2025-09-05",kailali_5.csv
जगन्नाथ चौधरी,Jagannath Chaudhary,कैलाली,kailali,5,"""जगन्नाथ चौधरी"" since:2025-09-05","""Jagannath Chaudhary"" since:2025-09-05","(""जगन्नाथ चौधरी"" OR ""Jagannath Chaudhary"") since:2025-09-05",kailali_5.csv
तृषण पुनमगर,Trishan Punmagar,कैलाली,kailali,5,"""तृषण पुनमगर"" since:2025-09-05","""Trishan Punmagar"" since:2025-09-05","(""तृषण पुनमगर"" OR ""Trishan Punmagar"") since:2025-09-05",kailali_5.csv
देव सिंह बिष्ट,Dev Singh Bisht,कैलाली,kailali,5,"""देव सिंह बिष्ट"" since:2025-09-05","""Dev Singh Bisht"" since:2025-09-05","(""देव सिंह बिष्ट"" OR ""Dev Singh Bisht"") since:2025-09-05",kailali_5.csv
धन वहादुर चौधरी,Dhan Bahadur Chaudhary,कैलाली,kailali,5,"""धन वहादुर चौधरी"" since:2025-09-05","""Dhan Bahadur Chaudhary"" since:2025-09-05","(""धन वहादुर चौधरी"" OR ""Dhan Bahadur Chaudhary"") since:2025-09-05",kailali_5.csv
नर नारायण शाह,Nr Narayan Shah,कैलाली,kailali,5,"""नर नारायण शाह"" since:2025-09-05","""Nr Narayan Shah"" since:2025-09-05","(""नर नारायण शाह"" OR ""Nr Narayan Shah"") since:2025-09-05",kailali_5.csv
प्यारे लाल राना,Pyare Lal Rana,कैलाली,kailali,5,"""प्यारे लाल राना"" since:2025-09-05","""Pyare Lal Rana"" since:2025-09-05","(""प्यारे लाल राना"" OR ""Pyare Lal Rana"") since:2025-09-05",kailali_5.csv
प्रेम वहादुर आले,Prem Bahadur Ale,कैलाली,kailali,5,"""प्रेम वहादुर आले"" since:2025-09-05","""Prem Bahadur Ale"" since:2025-09-05","(""प्रेम वहादुर आले"" OR ""Prem Bahadur Ale"") since:2025-09-05",kailali_5.csv
बबरजंग बहादुर सिंह,Babarjang Bahadur Singh,कैलाली,kailali,5,"""बबरजंग बहादुर सिंह"" since:2025-09-05","""Babarjang Bahadur Singh"" since:2025-09-05","(""बबरजंग बहादुर सिंह"" OR ""Babarjang Bahadur Singh"") since:2025-09-05",kailali_5.csv
यज्ञ राज ढुंगाना उपाध्याय,Yagya Raj Dhungana Upadhyay,कैलाली,kailali,5,"""यज्ञ राज ढुंगाना उपाध्याय"" since:2025-09-05","""Yagya Raj Dhungana Upadhyay"" since:2025-09-05","(""यज्ञ राज ढुंगाना उपाध्याय"" OR ""Yagya Raj Dhungana Upadhyay"") since:2025-09-05",kailali_5.csv
राधिका कुमारी कार्की,Radhika Kumari Karki,कैलाली,kailali,5,"""राधिका कुमारी कार्की"" since:2025-09-05","""Radhika Kumari Karki"" since:2025-09-05","(""राधिका कुमारी कार्की"" OR ""Radhika Kumari Karki"") since:2025-09-05",kailali_5.csv
रोशन शाही,Roshn Shahi,कैलाली,kailali,5,"""रोशन शाही"" since:2025-09-05","""Roshn Shahi"" since:2025-09-05","(""रोशन शाही"" OR ""Roshn Shahi"") since:2025-09-05",kailali_5.csv
शोभामणी जोशी,Shobhamni Joshi,कैलाली,kailali,5,"""शोभामणी जोशी"" since:2025-09-05","""Shobhamni Joshi"" since:2025-09-05","(""शोभामणी जोशी"" OR ""Shobhamni Joshi"") since:2025-09-05",kailali_5.csv
अज बहादुर गिरी,Aj Bahadur Giri,कालिकोट,kalikot,1,"""अज बहादुर गिरी"" since:2025-09-05","""Aj Bahadur Giri"" since:2025-09-05","(""अज बहादुर गिरी"" OR ""Aj Bahadur Giri"") since:2025-09-05",kalikot_1.csv
अस्मिन कुमार विष्ट,Asmin Kumar Bista,कालिकोट,kalikot,1,"""अस्मिन कुमार विष्ट"" since:2025-09-05","""Asmin Kumar Bista"" since:2025-09-05","(""अस्मिन कुमार विष्ट"" OR ""Asmin Kumar Bista"") since:2025-09-05",kalikot_1.csv
खडग वहादुर विश्वकर्मा,Khadag Bahadur Vishwakarma,कालिकोट,kalikot,1,"""खडग वहादुर विश्वकर्मा"" since:2025-09-05","""Khadag Bahadur Vishwakarma"" since:2025-09-05","(""खडग वहादुर विश्वकर्मा"" OR ""Khadag Bahadur Vishwakarma"") since:2025-09-05",kalikot_1.csv
नन्द बहादुर शाही,Nnd Bahadur Shahi,कालिकोट,kalikot,1,"""नन्द बहादुर शाही"" since:2025-09-05","""Nnd Bahadur Shahi"" since:2025-09-05","(""नन्द बहादुर शाही"" OR ""Nnd Bahadur Shahi"") since:2025-09-05",kalikot_1.csv
प्रकाश न्यौपाने,Prakash Nyaupane,कालिकोट,kalikot,1,"""प्रकाश न्यौपाने"" since:2025-09-05","""Prakash Nyaupane"" since:2025-09-05","(""प्रकाश न्यौपाने"" OR ""Prakash Nyaupane"") since:2025-09-05",kalikot_1.csv
महेन्द्र बहादुर शाही,Mahendra Bahadur Shahi,कालिकोट,kalikot,1,"""महेन्द्र बहादुर शाही"" since:2025-09-05","""Mahendra Bahadur Shahi"" since:2025-09-05","(""महेन्द्र बहादुर शाही"" OR ""Mahendra Bahadur Shahi"") since:2025-09-05",kalikot_1.csv
मान बहादुर तिरुवा,Man Bahadur Tiruva,कालिकोट,kalikot,1,"""मान बहादुर तिरुवा"" since:2025-09-05","""Man Bahadur Tiruva"" since:2025-09-05","(""मान बहादुर तिरुवा"" OR ""Man Bahadur Tiruva"") since:2025-09-05",kalikot_1.csv
श्री नगीन्द्र शाही,Shri Ngindr Shahi,कालिकोट,kalikot,1,"""श्री नगीन्द्र शाही"" since:2025-09-05","""Shri Ngindr Shahi"" since:2025-09-05","(""श्री नगीन्द्र शाही"" OR ""Shri Ngindr Shahi"") since:2025-09-05",kalikot_1.csv
सुर्य बहादुर शाही,Sury Bahadur Shahi,कालिकोट,kalikot,1,"""सुर्य बहादुर शाही"" since:2025-09-05","""Sury Bahadur Shahi"" since:2025-09-05","(""सुर्य बहादुर शाही"" OR ""Sury Bahadur Shahi"") since:2025-09-05",kalikot_1.csv
हर्ष बहादुर बम,Harsh Bahadur Bm,कालिकोट,kalikot,1,"""हर्ष बहादुर बम"" since:2025-09-05","""Harsh Bahadur Bm"" since:2025-09-05","(""हर्ष बहादुर बम"" OR ""Harsh Bahadur Bm"") since:2025-09-05",kalikot_1.csv
अनिल राना,Anil Rana,कञ्चनपुर,kanchanpur,1,"""अनिल राना"" since:2025-09-05","""Anil Rana"" since:2025-09-05","(""अनिल राना"" OR ""Anil Rana"") since:2025-09-05",kanchanpur_1.csv
कटक बहादुर शाही,Ktk Bahadur Shahi,कञ्चनपुर,kanchanpur,1,"""कटक बहादुर शाही"" since:2025-09-05","""Ktk Bahadur Shahi"" since:2025-09-05","(""कटक बहादुर शाही"" OR ""Ktk Bahadur Shahi"") since:2025-09-05",kanchanpur_1.csv
कृष्ण बहादुर चौधरी,Krishna Bahadur Chaudhary,कञ्चनपुर,kanchanpur,1,"""कृष्ण बहादुर चौधरी"" since:2025-09-05","""Krishna Bahadur Chaudhary"" since:2025-09-05","(""कृष्ण बहादुर चौधरी"" OR ""Krishna Bahadur Chaudhary"") since:2025-09-05",kanchanpur_1.csv
गोपी प्रसाद उपाध्याय,Gopi Prasad Upadhyay,कञ्चनपुर,kanchanpur,1,"""गोपी प्रसाद उपाध्याय"" since:2025-09-05","""Gopi Prasad Upadhyay"" since:2025-09-05","(""गोपी प्रसाद उपाध्याय"" OR ""Gopi Prasad Upadhyay"") since:2025-09-05",kanchanpur_1.csv
जनक सिंह धामी,Janak Singh Dhami,कञ्चनपुर,kanchanpur,1,"""जनक सिंह धामी"" since:2025-09-05","""Janak Singh Dhami"" since:2025-09-05","(""जनक सिंह धामी"" OR ""Janak Singh Dhami"") since:2025-09-05",kanchanpur_1.csv
तारा लामा तामाङ,Tara Lama Tamang,कञ्चनपुर,kanchanpur,1,"""तारा लामा तामाङ"" since:2025-09-05","""Tara Lama Tamang"" since:2025-09-05","(""तारा लामा तामाङ"" OR ""Tara Lama Tamang"") since:2025-09-05",kanchanpur_1.csv
दानियल वि.क़.,Daniyl Vi,कञ्चनपुर,kanchanpur,1,"""दानियल वि.क़."" since:2025-09-05","""Daniyl Vi"" since:2025-09-05","(""दानियल वि.क़."" OR ""Daniyl Vi"") since:2025-09-05",kanchanpur_1.csv
दिल्ली वहादुर शाही,Dilli Bahadur Shahi,कञ्चनपुर,kanchanpur,1,"""दिल्ली वहादुर शाही"" since:2025-09-05","""Dilli Bahadur Shahi"" since:2025-09-05","(""दिल्ली वहादुर शाही"" OR ""Dilli Bahadur Shahi"") since:2025-09-05",kanchanpur_1.csv
देपेन्द्र वहादुर शाही,Dependr Bahadur Shahi,कञ्चनपुर,kanchanpur,1,"""देपेन्द्र वहादुर शाही"" since:2025-09-05","""Dependr Bahadur Shahi"" since:2025-09-05","(""देपेन्द्र वहादुर शाही"" OR ""Dependr Bahadur Shahi"") since:2025-09-05",kanchanpur_1.csv
पुरन राना  थारु,Purna Rana Tharu,कञ्चनपुर,kanchanpur,1,"""पुरन राना  थारु"" since:2025-09-05","""Purna Rana Tharu"" since:2025-09-05","(""पुरन राना  थारु"" OR ""Purna Rana Tharu"") since:2025-09-05",kanchanpur_1.csv
बीना मगर,Bina Magar,कञ्चनपुर,kanchanpur,1,"""बीना मगर"" since:2025-09-05","""Bina Magar"" since:2025-09-05","(""बीना मगर"" OR ""Bina Magar"") since:2025-09-05",kanchanpur_1.csv
मन्जु देवी सुनार,Mnju Devi Sunar,कञ्चनपुर,kanchanpur,1,"""मन्जु देवी सुनार"" since:2025-09-05","""Mnju Devi Sunar"" since:2025-09-05","(""मन्जु देवी सुनार"" OR ""Mnju Devi Sunar"") since:2025-09-05",kanchanpur_1.csv
माइकल तामाङ,Maikl Tamang,कञ्चनपुर,kanchanpur,1,"""माइकल तामाङ"" since:2025-09-05","""Maikl Tamang"" since:2025-09-05","(""माइकल तामाङ"" OR ""Maikl Tamang"") since:2025-09-05",kanchanpur_1.csv
यादव सिंह,Yadav Singh,कञ्चनपुर,kanchanpur,1,"""यादव सिंह"" since:2025-09-05","""Yadav Singh"" since:2025-09-05","(""यादव सिंह"" OR ""Yadav Singh"") since:2025-09-05",kanchanpur_1.csv
राजा राम डगौरा चौधरी,Raja Ram Dgaura Chaudhary,कञ्चनपुर,kanchanpur,1,"""राजा राम डगौरा चौधरी"" since:2025-09-05","""Raja Ram Dgaura Chaudhary"" since:2025-09-05","(""राजा राम डगौरा चौधरी"" OR ""Raja Ram Dgaura Chaudhary"") since:2025-09-05",kanchanpur_1.csv
रुपा देवी बिष्‍ट,Rupa Devi Bish T,कञ्चनपुर,kanchanpur,1,"""रुपा देवी बिष्‍ट"" since:2025-09-05","""Rupa Devi Bish T"" since:2025-09-05","(""रुपा देवी बिष्‍ट"" OR ""Rupa Devi Bish T"") since:2025-09-05",kanchanpur_1.csv
सिता वि.क.,Sita Vi K,कञ्चनपुर,kanchanpur,1,"""सिता वि.क."" since:2025-09-05","""Sita Vi K"" since:2025-09-05","(""सिता वि.क."" OR ""Sita Vi K"") since:2025-09-05",kanchanpur_1.csv
सिया राम राना,Siya Ram Rana,कञ्चनपुर,kanchanpur,1,"""सिया राम राना"" since:2025-09-05","""Siya Ram Rana"" since:2025-09-05","(""सिया राम राना"" OR ""Siya Ram Rana"") since:2025-09-05",kanchanpur_1.csv
हुम बहादुर गुरुङ्ग,Hum Bahadur Gurung,कञ्चनपुर,kanchanpur,1,"""हुम बहादुर गुरुङ्ग"" since:2025-09-05","""Hum Bahadur Gurung"" since:2025-09-05","(""हुम बहादुर गुरुङ्ग"" OR ""Hum Bahadur Gurung"") since:2025-09-05",kanchanpur_1.csv
खडक ताम्राकार,Khadak Tamrakar,कञ्चनपुर,kanchanpur,2,"""खडक ताम्राकार"" since:2025-09-05","""Khadak Tamrakar"" since:2025-09-05","(""खडक ताम्राकार"" OR ""Khadak Tamrakar"") since:2025-09-05",kanchanpur_2.csv
जग्गु चौधरी,Jggu Chaudhary,कञ्चनपुर,kanchanpur,2,"""जग्गु चौधरी"" since:2025-09-05","""Jggu Chaudhary"" since:2025-09-05","(""जग्गु चौधरी"" OR ""Jggu Chaudhary"") since:2025-09-05",kanchanpur_2.csv
तिर्थ राज चटौत,Tirth Raj Chtaut,कञ्चनपुर,kanchanpur,2,"""तिर्थ राज चटौत"" since:2025-09-05","""Tirth Raj Chtaut"" since:2025-09-05","(""तिर्थ राज चटौत"" OR ""Tirth Raj Chtaut"") since:2025-09-05",kanchanpur_2.csv
तेज बहादुर वडवाल,Tej Bahadur Vdval,कञ्चनपुर,kanchanpur,2,"""तेज बहादुर वडवाल"" since:2025-09-05","""Tej Bahadur Vdval"" since:2025-09-05","(""तेज बहादुर वडवाल"" OR ""Tej Bahadur Vdval"") since:2025-09-05",kanchanpur_2.csv
दिपक राज बोहरा,Deepak Raj Bohra,कञ्चनपुर,kanchanpur,2,"""दिपक राज बोहरा"" since:2025-09-05","""Deepak Raj Bohra"" since:2025-09-05","(""दिपक राज बोहरा"" OR ""Deepak Raj Bohra"") since:2025-09-05",kanchanpur_2.csv
धर्मानन्द जोशी,Dharmananda Joshi,कञ्चनपुर,kanchanpur,2,"""धर्मानन्द जोशी"" since:2025-09-05","""Dharmananda Joshi"" since:2025-09-05","(""धर्मानन्द जोशी"" OR ""Dharmananda Joshi"") since:2025-09-05",kanchanpur_2.csv
नारायण प्रकाश साउद,Narayan Prakash Saud,कञ्चनपुर,kanchanpur,2,"""नारायण प्रकाश साउद"" since:2025-09-05","""Narayan Prakash Saud"" since:2025-09-05","(""नारायण प्रकाश साउद"" OR ""Narayan Prakash Saud"") since:2025-09-05",kanchanpur_2.csv
प्रेमवती राना,Premvti Rana,कञ्चनपुर,kanchanpur,2,"""प्रेमवती राना"" since:2025-09-05","""Premvti Rana"" since:2025-09-05","(""प्रेमवती राना"" OR ""Premvti Rana"") since:2025-09-05",kanchanpur_2.csv
बचन बहादुर सिंह,Bachan Bahadur Singh,कञ्चनपुर,kanchanpur,2,"""बचन बहादुर सिंह"" since:2025-09-05","""Bachan Bahadur Singh"" since:2025-09-05","(""बचन बहादुर सिंह"" OR ""Bachan Bahadur Singh"") since:2025-09-05",kanchanpur_2.csv
बिरेन्द्र राना,Birendra Rana,कञ्चनपुर,kanchanpur,2,"""बिरेन्द्र राना"" since:2025-09-05","""Birendra Rana"" since:2025-09-05","(""बिरेन्द्र राना"" OR ""Birendra Rana"") since:2025-09-05",kanchanpur_2.csv
भानु भक्त वोहरा,Bhanu Bhakta Vohra,कञ्चनपुर,kanchanpur,2,"""भानु भक्त वोहरा"" since:2025-09-05","""Bhanu Bhakta Vohra"" since:2025-09-05","(""भानु भक्त वोहरा"" OR ""Bhanu Bhakta Vohra"") since:2025-09-05",kanchanpur_2.csv
माधव प्रसाद पन्त,Madhav Prasad Pant,कञ्चनपुर,kanchanpur,2,"""माधव प्रसाद पन्त"" since:2025-09-05","""Madhav Prasad Pant"" since:2025-09-05","(""माधव प्रसाद पन्त"" OR ""Madhav Prasad Pant"") since:2025-09-05",kanchanpur_2.csv
योगेन्द्र व साउद,Yogendra V Saud,कञ्चनपुर,kanchanpur,2,"""योगेन्द्र व साउद"" since:2025-09-05","""Yogendra V Saud"" since:2025-09-05","(""योगेन्द्र व साउद"" OR ""Yogendra V Saud"") since:2025-09-05",kanchanpur_2.csv
राम चन्द्र भट्ट,Ram Chandra Bhatt,कञ्चनपुर,kanchanpur,2,"""राम चन्द्र भट्ट"" since:2025-09-05","""Ram Chandra Bhatt"" since:2025-09-05","(""राम चन्द्र भट्ट"" OR ""Ram Chandra Bhatt"") since:2025-09-05",kanchanpur_2.csv
