Name,District,No,Party,Symbol,KeywordList
धर्मानन्द जोशी,कञ्चनपुर,2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"""धर्मानन्द जोशी""|""धर्मानन्द"" कञ्चनपुर|""धर्मानन्द"" 2|कञ्चनपुर 2 चुनाव|#धर्मानन्द|""धर्मानन्द जोशी"" कञ्चनपुर"
खडक ताम्राकार,कञ्चनपुर,2,संयुक्त नागरिक पार्टी,गितार,"""खडक ताम्राकार""|""खडक"" कञ्चनपुर|""खडक"" 2|कञ्चनपुर 2 चुनाव|#खडक|""खडक ताम्राकार"" कञ्चनपुर"
तेज बहादुर वडवाल,कञ्चनपुर,2,मितेरी पार्टी नेपाल,घोडा,"""तेज बहादुर वडवाल""|""तेज"" कञ्चनपुर|""तेज"" 2|कञ्चनपुर 2 चुनाव|#तेज|""तेज बहादुर वडवाल"" कञ्चनपुर"
लोकेन्द्र बहादुर वि क,कञ्चनपुर,2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""लोकेन्द्र बहादुर वि क""|""लोकेन्द्र"" कञ्चनपुर|""लोकेन्द्र"" 2|कञ्चनपुर 2 चुनाव|#लोकेन्द्र|""लोकेन्द्र बहादुर वि क"" कञ्चनपुर"
योगेन्द्र व साउद,कञ्चनपुर,2,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"""योगेन्द्र व साउद""|""योगेन्द्र"" कञ्चनपुर|""योगेन्द्र"" 2|कञ्चनपुर 2 चुनाव|#योगेन्द्र|""योगेन्द्र व साउद"" कञ्चनपुर"
प्रेमवती राना,कञ्चनपुर,2,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),"""प्रेमवती राना""|""प्रेमवती"" कञ्चनपुर|""प्रेमवती"" 2|कञ्चनपुर 2 चुनाव|#प्रेमवती|""प्रेमवती राना"" कञ्चनपुर"
जग्गु चौधरी,कञ्चनपुर,2,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"""जग्गु चौधरी""|""जग्गु"" कञ्चनपुर|""जग्गु"" 2|कञ्चनपुर 2 चुनाव|#जग्गु|""जग्गु चौधरी"" कञ्चनपुर"
बिरेन्द्र राना,कञ्चनपुर,2,स्वतन्त्र,सिरिन्ज,"""बिरेन्द्र राना""|""बिरेन्द्र"" कञ्चनपुर|""बिरेन्द्र"" 2|कञ्चनपुर 2 चुनाव|#बिरेन्द्र|""बिरेन्द्र राना"" कञ्चनपुर"
भानु भक्त वोहरा,कञ्चनपुर,2,स्वतन्त्र,आँप,"""भानु भक्त वोहरा""|""भानु"" कञ्चनपुर|""भानु"" 2|कञ्चनपुर 2 चुनाव|#भानु|""भानु भक्त वोहरा"" कञ्चनपुर"
सिद्धराज जोशी,कञ्चनपुर,2,स्वतन्त्र,भँगेरा,"""सिद्धराज जोशी""|""सिद्धराज"" कञ्चनपुर|""सिद्धराज"" 2|कञ्चनपुर 2 चुनाव|#सिद्धराज|""सिद्धराज जोशी"" कञ्चनपुर"
हरिस बहादुर भट्ट,कञ्चनपुर,2,स्वतन्त्र,कैंची,"""हरिस बहादुर भट्ट""|""हरिस"" कञ्चनपुर|""हरिस"" 2|कञ्चनपुर 2 चुनाव|#हरिस|""हरिस बहादुर भट्ट"" कञ्चनपुर"
दीपक प्रकाश भट्ट,कञ्चनपुर,3,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""दीपक प्रकाश भट्ट""|""दीपक"" कञ्चनपुर|""दीपक"" 3|कञ्चनपुर 3 चुनाव|#दीपक|""दीपक प्रकाश भट्ट"" कञ्चनपुर"
हरि प्रसाद बोहरा,कञ्चनपुर,3,नेपाली काँग्रेस,रुख,"""हरि प्रसाद बोहरा""|""हरि"" कञ्चनपुर|""हरि"" 3|कञ्चनपुर 3 चुनाव|#हरि|""हरि प्रसाद बोहरा"" कञ्चनपुर"
मान बहादुर सुनार,कञ्चनपुर,3,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"""मान बहादुर सुनार""|""मान"" कञ्चनपुर|""मान"" 3|कञ्चनपुर 3 चुनाव|#मान|""मान बहादुर सुनार"" कञ्चनपुर"
ज्ञानेन्द्र सिंह महता,कञ्चनपुर,3,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"""ज्ञानेन्द्र सिंह महता""|""ज्ञानेन्द्र"" कञ्चनपुर|""ज्ञानेन्द्र"" 3|कञ्चनपुर 3 चुनाव|#ज्ञानेन्द्र|""ज्ञानेन्द्र सिंह महता"" कञ्चनपुर"
पुर्ण वहादुर चन्द,कञ्चनपुर,3,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"""पुर्ण वहादुर चन्द""|""पुर्ण"" कञ्चनपुर|""पुर्ण"" 3|कञ्चनपुर 3 चुनाव|#पुर्ण|""पुर्ण वहादुर चन्द"" कञ्चनपुर"
मीनु गिरी,कञ्चनपुर,3,नेपाल मजदुर किसान पार्टी,मादल,"""मीनु गिरी""|""मीनु"" कञ्चनपुर|""मीनु"" 3|कञ्चनपुर 3 चुनाव|#मीनु|""मीनु गिरी"" कञ्चनपुर"
लाल बहादुर कुँवर,कञ्चनपुर,3,राष्ट्रिय जनमोर्चा,गिलास,"""लाल बहादुर कुँवर""|""लाल"" कञ्चनपुर|""लाल"" 3|कञ्चनपुर 3 चुनाव|#लाल|""लाल बहादुर कुँवर"" कञ्चनपुर"
कर्ण बहादुर चन्द,कञ्चनपुर,3,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,"""कर्ण बहादुर चन्द""|""कर्ण"" कञ्चनपुर|""कर्ण"" 3|कञ्चनपुर 3 चुनाव|#कर्ण|""कर्ण बहादुर चन्द"" कञ्चनपुर"
गंगा दत्त जोशी,कञ्चनपुर,3,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"""गंगा दत्त जोशी""|""गंगा"" कञ्चनपुर|""गंगा"" 3|कञ्चनपुर 3 चुनाव|#गंगा|""गंगा दत्त जोशी"" कञ्चनपुर"
किरन थापा,कञ्चनपुर,3,मितेरी पार्टी नेपाल,घोडा,"""किरन थापा""|""किरन"" कञ्चनपुर|""किरन"" 3|कञ्चनपुर 3 चुनाव|#किरन|""किरन थापा"" कञ्चनपुर"
विष्णु प्रकाश उपाध्याय,कञ्चनपुर,3,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""विष्णु प्रकाश उपाध्याय""|""विष्णु"" कञ्चनपुर|""विष्णु"" 3|कञ्चनपुर 3 चुनाव|#विष्णु|""विष्णु प्रकाश उपाध्याय"" कञ्चनपुर"
भिम बहादुर कुमाल,कञ्चनपुर,3,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"""भिम बहादुर कुमाल""|""भिम"" कञ्चनपुर|""भिम"" 3|कञ्चनपुर 3 चुनाव|#भिम|""भिम बहादुर कुमाल"" कञ्चनपुर"
लोक राज भट्ट,कञ्चनपुर,3,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),"""लोक राज भट्ट""|""लोक"" कञ्चनपुर|""लोक"" 3|कञ्चनपुर 3 चुनाव|#लोक|""लोक राज भट्ट"" कञ्चनपुर"
लक्ष्‍मी कुमारी विष्ट भट्ट,कञ्चनपुर,3,आम जनता पार्टी(एकल चुनाव चिन्ह),मोबाइल,"""लक्ष्‍मी कुमारी विष्ट भट्ट""|""लक्ष्‍मी"" कञ्चनपुर|""लक्ष्‍मी"" 3|कञ्चनपुर 3 चुनाव|#लक्ष्‍मी|""लक्ष्‍मी कुमारी विष्ट भट्ट"" कञ्चनपुर"
थानेश्वर लेखक,कञ्चनपुर,3,स्वतन्त्र,डस्ट बिन,"""थानेश्वर लेखक""|""थानेश्वर"" कञ्चनपुर|""थानेश्वर"" 3|कञ्चनपुर 3 चुनाव|#थानेश्वर|""थानेश्वर लेखक"" कञ्चनपुर"
वीर सिंह क्षेत्री,कञ्चनपुर,3,स्वतन्त्र,आँप,"""वीर सिंह क्षेत्री""|""वीर"" कञ्चनपुर|""वीर"" 3|कञ्चनपुर 3 चुनाव|#वीर|""वीर सिंह क्षेत्री"" कञ्चनपुर"
हर्क बहादुर ऐर,कञ्चनपुर,3,स्वतन्त्र,जीप,"""हर्क बहादुर ऐर""|""हर्क"" कञ्चनपुर|""हर्क"" 3|कञ्चनपुर 3 चुनाव|#हर्क|""हर्क बहादुर ऐर"" कञ्चनपुर"
राम प्रसाद पाण्डेय,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""राम प्रसाद पाण्डेय""|""राम"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""राम"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#राम|""राम प्रसाद पाण्डेय"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
विनोद कुमार चौधरी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,नेपाली काँग्रेस,रुख,"""विनोद कुमार चौधरी""|""विनोद"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""विनोद"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#विनोद|""विनोद कुमार चौधरी"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
सिन्‍धु जलेसा बुढाथोकी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"""सिन्‍धु जलेसा बुढाथोकी""|""सिन्‍धु"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""सिन्‍धु"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#सिन्‍धु|""सिन्‍धु जलेसा बुढाथोकी"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
विक्रम खनाल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"""विक्रम खनाल""|""विक्रम"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""विक्रम"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#विक्रम|""विक्रम खनाल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
नवनित कुमार मिश्र,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"""नवनित कुमार मिश्र""|""नवनित"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""नवनित"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#नवनित|""नवनित कुमार मिश्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
हृदयेश त्रिपाठी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"""हृदयेश त्रिपाठी""|""हृदयेश"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""हृदयेश"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#हृदयेश|""हृदयेश त्रिपाठी"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
गणेश बहादुर चौधरी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,जनमत पार्टी,लाउड स्पिकर,"""गणेश बहादुर चौधरी""|""गणेश"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""गणेश"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#गणेश|""गणेश बहादुर चौधरी"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
ढुण्डी राज पोख्रेल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,राष्ट्रिय जनमोर्चा,गिलास,"""ढुण्डी राज पोख्रेल""|""ढुण्डी"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""ढुण्डी"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#ढुण्डी|""ढुण्डी राज पोख्रेल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
विनोद रेग्मी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"""विनोद रेग्मी""|""विनोद"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""विनोद"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#विनोद|""विनोद रेग्मी"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
इन्द्र कुमार गुरुङ्ग,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"""इन्द्र कुमार गुरुङ्ग""|""इन्द्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""इन्द्र"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#इन्द्र|""इन्द्र कुमार गुरुङ्ग"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
रामचन्द्र चौधरी थारु,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,"""रामचन्द्र चौधरी थारु""|""रामचन्द्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""रामचन्द्र"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#रामचन्द्र|""रामचन्द्र चौधरी थारु"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
राजु प्रसाद हरिजन,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""राजु प्रसाद हरिजन""|""राजु"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""राजु"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#राजु|""राजु प्रसाद हरिजन"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
पुर्ण बहादुर विश्वकर्मा,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,"""पुर्ण बहादुर विश्वकर्मा""|""पुर्ण"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""पुर्ण"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#पुर्ण|""पुर्ण बहादुर विश्वकर्मा"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
बिजय कंडेल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,"""बिजय कंडेल""|""बिजय"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""बिजय"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#बिजय|""बिजय कंडेल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
सत्रुधन चौधरी,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,"नागरिक उन्मुक्ति पार्टी, नेपाल(एकल चुनाव चिन्ह)",चकिया (जाँतो),"""सत्रुधन चौधरी""|""सत्रुधन"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""सत्रुधन"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#सत्रुधन|""सत्रुधन चौधरी"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
अलियास मिया,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,अनार,"""अलियास मिया""|""अलियास"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""अलियास"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#अलियास|""अलियास मिया"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
ओम बहादुर चौधरी थारु,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,त्रिभुज,"""ओम बहादुर चौधरी थारु""|""ओम"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""ओम"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#ओम|""ओम बहादुर चौधरी थारु"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
गोपिचन्द्र हरिजन,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,आँप,"""गोपिचन्द्र हरिजन""|""गोपिचन्द्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""गोपिचन्द्र"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#गोपिचन्द्र|""गोपिचन्द्र हरिजन"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
गंगा देवी थारु महतो,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,कप र प्लेट,"""गंगा देवी थारु महतो""|""गंगा"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""गंगा"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#गंगा|""गंगा देवी थारु महतो"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
चिरंजीवी खराल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,ट्रफी,"""चिरंजीवी खराल""|""चिरंजीवी"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""चिरंजीवी"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#चिरंजीवी|""चिरंजीवी खराल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
भरत लोनिया,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,पंखा,"""भरत लोनिया""|""भरत"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""भरत"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#भरत|""भरत लोनिया"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
भिमसेन सुतप्राई मगर,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,चेसगोटी,"""भिमसेन सुतप्राई मगर""|""भिमसेन"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""भिमसेन"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#भिमसेन|""भिमसेन सुतप्राई मगर"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
मिन प्रसाद ढकाल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,क्याप,"""मिन प्रसाद ढकाल""|""मिन"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""मिन"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#मिन|""मिन प्रसाद ढकाल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
रितमान कामु मगर,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,व्याडमिन्टन कर्क,"""रितमान कामु मगर""|""रितमान"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""रितमान"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#रितमान|""रितमान कामु मगर"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
शैलेन्द्र सिँह सदासंकर,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,जीप,"""शैलेन्द्र सिँह सदासंकर""|""शैलेन्द्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""शैलेन्द्र"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#शैलेन्द्र|""शैलेन्द्र सिँह सदासंकर"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
होम बहादुर सुनार,नवलपरासी (बर्दघाट सुस्ता पश्चिम),1,स्वतन्त्र,टायर,"""होम बहादुर सुनार""|""होम"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""होम"" 1|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 1 चुनाव|#होम|""होम बहादुर सुनार"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
लेखनाथ खरेल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,"""लेखनाथ खरेल""|""लेखनाथ"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""लेखनाथ"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#लेखनाथ|""लेखनाथ खरेल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
भीम बहादुर थापा क्षेत्री,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,नेपाली काँग्रेस,रुख,"""भीम बहादुर थापा क्षेत्री""|""भीम"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""भीम"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#भीम|""भीम बहादुर थापा क्षेत्री"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
देवेन्द्र पौडेल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,"""देवेन्द्र पौडेल""|""देवेन्द्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""देवेन्द्र"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#देवेन्द्र|""देवेन्द्र पौडेल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
नरेन्द्र कुमार गुप्‍ता,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,"""नरेन्द्र कुमार गुप्‍ता""|""नरेन्द्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""नरेन्द्र"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#नरेन्द्र|""नरेन्द्र कुमार गुप्‍ता"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
धुब्र बहादुर प्रधान,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,"""धुब्र बहादुर प्रधान""|""धुब्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""धुब्र"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#धुब्र|""धुब्र बहादुर प्रधान"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
देबेन्‍द्र यादव,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,"""देबेन्‍द्र यादव""|""देबेन्‍द्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""देबेन्‍द्र"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#देबेन्‍द्र|""देबेन्‍द्र यादव"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
जिवन मल्लाह,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,जनमत पार्टी,लाउड स्पिकर,"""जिवन मल्लाह""|""जिवन"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""जिवन"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#जिवन|""जिवन मल्लाह"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
रञ्जना सुवाल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,नेपाल मजदुर किसान पार्टी,मादल,"""रञ्जना सुवाल""|""रञ्जना"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""रञ्जना"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#रञ्जना|""रञ्जना सुवाल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
पार्वता पौड्याल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,राष्ट्रिय जनमोर्चा,गिलास,"""पार्वता पौड्याल""|""पार्वता"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""पार्वता"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#पार्वता|""पार्वता पौड्याल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
चन्द्रभुषण पाठक,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,"""चन्द्रभुषण पाठक""|""चन्द्रभुषण"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""चन्द्रभुषण"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#चन्द्रभुषण|""चन्द्रभुषण पाठक"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
इन्द्र बहादुर गुरुङ्ग,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,"""इन्द्र बहादुर गुरुङ्ग""|""इन्द्र"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""इन्द्र"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#इन्द्र|""इन्द्र बहादुर गुरुङ्ग"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
सन्जय हरिजन,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,बहुजन शक्ति पार्टी,जग,"""सन्जय हरिजन""|""सन्जय"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""सन्जय"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#सन्जय|""सन्जय हरिजन"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
संजय कुमार हरिजन,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,संयुक्त नागरिक पार्टी,गितार,"""संजय कुमार हरिजन""|""संजय"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""संजय"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#संजय|""संजय कुमार हरिजन"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
प्रेम प्रसाद ढकाल,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,"""प्रेम प्रसाद ढकाल""|""प्रेम"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""प्रेम"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#प्रेम|""प्रेम प्रसाद ढकाल"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
यु बहादुर राना,नवलपरासी (बर्दघाट सुस्ता पश्चिम),2,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,"""यु बहादुर राना""|""यु"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)|""यु"" 2|नवलपरासी (बर्दघाट सुस्ता पश्चिम) 2 चुनाव|#यु|""यु बहादुर राना"" नवलपरासी (बर्दघाट सुस्ता पश्चिम)"
